,url,sentiment,isExperiential,isPolitical,isInsult,topics
1595098534960840713,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/huseyin35_35_/status/1595098534960840713&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,Yes,['Religion']
1415032260571680768,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/savasxozkan/status/1415032260571680768&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,['Sports']
1596557035155382272,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/FatmaYi65678547/status/1596557035155382272&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1585169834765348864,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mustafakuyu/status/1585169834765348864&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,"['News', 'Terrorism', 'Foreignpolicy']"
1591797089134338048,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/15binparamedik/status/1591797089134338048&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Health']"
1579558096833511424,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hiranur55508054/status/1579558096833511424&entry.653903203=26617&usp=pp_url
",Positive,Yes,Yes,No,"['Education', 'Election']"
1585766233491886081,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/ekalkanli2023/status/1585766233491886081&entry.653903203=26617&usp=pp_url
",Neutral,No,Yes,Yes,"['Democracy', 'Election']"
1405639512705933320,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/kahrolansol/status/1405639512705933320&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,['nan']
1594755821178601511,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/MavishifAa/status/1594755821178601511&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,"['Democracy', 'Terrorism']"
1428314122295422989,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/omerboga_png/status/1428314122295422989&entry.653903203=26617&usp=pp_url
",Neutral,Yes,No,No,['nan']
1591139074844213249,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/muy4t/status/1591139074844213249&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,['Unemployment']
1592579803739090944,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Svmhrtkdstr/status/1592579803739090944&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1365726640416976906,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/minminsoz/status/1365726640416976906&entry.653903203=26617&usp=pp_url
",Neutral,Yes,No,No,['nan']
1596394245874647040,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/efendi_inan/status/1596394245874647040&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,['News']
1548636597628899328,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/canbulut3460/status/1548636597628899328&entry.653903203=26617&usp=pp_url
",Neutral,No,Yes,No,"['Education', 'Election']"
1543229847736041476,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/OsmanTu59587926/status/1543229847736041476&entry.653903203=26617&usp=pp_url
",Neutral,No,No,No,['nan']
1559963768372740098,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/awfhdsr6/status/1559963768372740098&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,['Unemployment']
1359870956223803395,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Bodrumluerol/status/1359870956223803395&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,['nan']
1589993032975544320,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/hasannegr/status/1589993032975544320&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,Yes,"['Democracy', 'Election']"
1584584259217412102,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/sevincbusra4/status/1584584259217412102&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1594425891488399361,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/BuseAks02238136/status/1594425891488399361&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Economy', 'Unemployment']"
1573370798286462976,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/topuz_saime/status/1573370798286462976&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Health']"
1594352902197354499,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mehay97/status/1594352902197354499&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1354169631271870464,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/HaticeKr11/status/1354169631271870464&entry.653903203=26617&usp=pp_url
",Neutral,Yes,No,No,['nan']
1597405572877680641,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/MBAYZEID/status/1597405572877680641&entry.653903203=26617&usp=pp_url
",Neutral,No,No,No,['nan']
1595473216302112768,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Masaleda_/status/1595473216302112768&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['News', 'Unemployment', 'Education']"
1593627806466015237,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/brogretmenn/status/1593627806466015237&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Education']"
1434787703783051264,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/jerviajeon/status/1434787703783051264&entry.653903203=26617&usp=pp_url
",Positive,Yes,No,No,['nan']
1568212876053159937,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/arya__aydn/status/1568212876053159937&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['Unemployment', 'Health']"
1591153483524493312,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/AlimTopcu1/status/1591153483524493312&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,"['News', 'Democracy', 'Crime&justice']"
1596059884021493760,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/Gener9Erkan/status/1596059884021493760&entry.653903203=26617&usp=pp_url
",Neutral,No,No,No,['nan']
1588452263047069697,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/mtfdan/status/1588452263047069697&entry.653903203=26617&usp=pp_url
",Negative,Yes,Yes,No,['News']
1592440587923632128,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/AzizErguven/status/1592440587923632128&entry.653903203=26617&usp=pp_url
",Neutral,No,No,No,"['News', 'Democracy', 'Election']"
1427339600083791885,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/YunusGn52/status/1427339600083791885&entry.653903203=26617&usp=pp_url
",Neutral,Yes,No,No,['Sports']
1364853525579137024,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/usahaberturk/status/1364853525579137024&entry.653903203=26617&usp=pp_url
",Neutral,No,No,No,"['Music&TV', 'News']"
1550240821898887169,"https://docs.google.com/forms/d/e/1FAIpQLSffZugycOX3tUHW3uGhn5Cw0pj0fJDeIQf5oJ3EzZ-2vuj6Gg/viewform?entry.1274744182=https://twitter.com/zuhalcans/status/1550240821898887169&entry.653903203=26617&usp=pp_url
",Neutral,Yes,Yes,No,"['News', 'Crime&justice']"
